Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Point_3<CGAL::Simple_cartesian<double> > >, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Vertex_index>::add<CGAL::Point_3<CGAL::Simple_cartesian<double> > >(std::string const&, CGAL::Point_3<CGAL::Simple_cartesian<double> >) [426]
                0.00    0.00       6/98466       CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Vertex_index, true>::Property_selector(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >*) [878]
                0.00    0.00       6/98466       CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Vertex_index, true>::operator()() [879]
-----------------------------------------------
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >(std::string const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> >) [429]
[428]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::add<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >(std::string const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> >) [428]
                0.00    0.00       6/63          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::push_back(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*&&) [403]
                0.00    0.00      18/1073609     std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::size() const [62]
                0.00    0.00      12/426916      std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::operator[](unsigned long) [683]
                0.00    0.00      12/393897      CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array::name() const [691]
                0.00    0.00      12/393897      __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [692]
                0.00    0.00       6/12          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::Property_array(std::string const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> >) [1808]
                0.00    0.00       6/12          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::resize(unsigned long) [1807]
                0.00    0.00       6/27          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::Property_map(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >*) [1665]
                0.00    0.00       6/15          std::pair<std::__decay_and_strip<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > > >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool>(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >&&, bool&&) [1793]
-----------------------------------------------
                0.00    0.00       3/6           Mesh::Mesh(std::shared_ptr<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > > >) [13]
                0.00    0.00       3/6           IbsGenerator::buildIbsMesh(int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) <cycle 1> [8]
[429]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >(std::string const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> >) [429]
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Vector_3<CGAL::Simple_cartesian<double> > >, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::add<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >(std::string const&, CGAL::Vector_3<CGAL::Simple_cartesian<double> >) [428]
                0.00    0.00       6/42          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Face_index, true>::Property_selector(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >*) [1643]
                0.00    0.00       6/42          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Face_index, true>::operator()() [1644]
-----------------------------------------------
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [431]
[430]    0.0    0.00    0.00      21         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [430]
                0.00    0.00      42/51972       std::_Bit_iterator::_Bit_iterator() [304]
                0.00    0.00      21/21          std::allocator<unsigned long>::allocator() [1714]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<bool, std::allocator<bool> >::vector() [432]
[431]    0.0    0.00    0.00      21         std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [431]
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [430]
-----------------------------------------------
                0.00    0.00       3/21          OrientHelper::OrientHelper() [471]
                0.00    0.00      18/21          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<bool>::Property_array(std::string const&, bool) [437]
[432]    0.0    0.00    0.00      21         std::vector<bool, std::allocator<bool> >::vector() [432]
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [431]
-----------------------------------------------
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Surface_mesh() [381]
[433]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity) [433]
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Halfedge_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity) [434]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Halfedge_index, true>::Property_selector(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >*) [1994]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Halfedge_index, true>::operator()() [1995]
-----------------------------------------------
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity) [433]
[434]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Halfedge_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity) [434]
                0.00    0.00       6/63          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::push_back(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*&&) [403]
                0.00    0.00       6/1073609     std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::size() const [62]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>::resize(unsigned long) [473]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>::Property_array(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity) [1986]
                0.00    0.00       6/12          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>::Property_map(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>*) [1806]
                0.00    0.00       6/6           std::pair<std::__decay_and_strip<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>, bool>(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Halfedge_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Halfedge_connectivity>&&, bool&&) [2140]
-----------------------------------------------
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::~Property_container() [436]
[435]    0.0    0.00    0.00       6         CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::clear() [435]
                0.00    0.00      33/1073609     std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::size() const [62]
                0.00    0.00      27/426916      std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::operator[](unsigned long) [683]
                0.00    0.00       9/9           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<double>::~Property_array() [1881]
                0.00    0.00       6/12          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Vector_3<CGAL::Simple_cartesian<double> > >::~Property_array() [1809]
                0.00    0.00       6/18          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<bool>::~Property_array() [1725]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>::~Property_array() [1980]
                0.00    0.00       6/24          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::clear() [1704]
-----------------------------------------------
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::~Surface_mesh() [414]
[436]    0.0    0.00    0.00       6         CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::~Property_container() [436]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::clear() [435]
                0.00    0.00       6/24          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::~vector() [1706]
-----------------------------------------------
                0.00    0.00       6/18          std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Edge_index, bool>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Edge_index>::add<bool>(std::string const&, bool) [401]
                0.00    0.00       6/18          std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, bool>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::add<bool>(std::string const&, bool) [399]
                0.00    0.00       6/18          std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, bool>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Vertex_index>::add<bool>(std::string const&, bool) [397]
[437]    0.0    0.00    0.00      18         CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<bool>::Property_array(std::string const&, bool) [437]
                0.00    0.00      18/21          std::vector<bool, std::allocator<bool> >::vector() [432]
                0.00    0.00      18/63          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array::Base_property_array(std::string const&) [1609]
-----------------------------------------------
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Surface_mesh() [381]
[438]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity) [438]
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity) [440]
                0.00    0.00       6/42          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Face_index, true>::Property_selector(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >*) [1643]
                0.00    0.00       6/42          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Face_index, true>::operator()() [1644]
-----------------------------------------------
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Surface_mesh() [381]
[439]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity) [439]
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Vertex_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity) [441]
                0.00    0.00       6/98466       CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Vertex_index, true>::Property_selector(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >*) [878]
                0.00    0.00       6/98466       CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_selector<CGAL::SM_Vertex_index, true>::operator()() [879]
-----------------------------------------------
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity) [438]
[440]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Face_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity) [440]
                0.00    0.00       6/63          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::push_back(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*&&) [403]
                0.00    0.00       6/1073609     std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::size() const [62]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>::Property_array(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity) [1979]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>::resize(unsigned long) [1978]
                0.00    0.00       6/12          CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>::Property_map(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>*) [1802]
                0.00    0.00       6/6           std::pair<std::__decay_and_strip<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>, bool>(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Face_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Face_connectivity>&&, bool&&) [2135]
-----------------------------------------------
                0.00    0.00       6/6           std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::add_property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity) [439]
[441]    0.0    0.00    0.00       6         std::pair<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_map<CGAL::SM_Vertex_index, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>, bool> CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_container<CGAL::SM_Vertex_index>::add<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity) [441]
                0.00    0.00       6/63          std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::push_back(CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*&&) [403]
                0.00    0.00       6/1073609     std::vector<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*, std::allocator<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Base_property_array*> >::size() const [62]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>::Property_array(std::string const&, CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity) [1983]
                0.00    0.00       6/6           CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Property_array<CGAL::Surface_mesh<CGAL::Point_3<CGAL::Simple_cartesian<double> > >::Vertex_connectivity>::resize(unsigned long) [1982]
